Nombre de la Empresa,Tipo de Cliente,Ubicacion,Ejecutivo de Cuenta,Volumen de Compra Mensual
Cliente 1194,Corporativo,Ubicacion 41,Empleado 89,37582.67
Cliente 1195,Corporativo,Ubicacion 45,Empleado 30,32267.49
Cliente 1196,Corporativo,Ubicacion 84,Empleado 92,10107.67
Cliente 1197,Mediana Empresa,Ubicacion 98,Empleado 62,48903.11
Cliente 1198,Gobierno,Ubicacion 18,Empleado 71,39292.46
Cliente 1199,Mediana Empresa,Ubicacion 71,Empleado 36,47150.94
Cliente 1200,Corporativo,Ubicacion 41,Empleado 3,15189.44
Cliente 1201,Corporativo,Ubicacion 84,Empleado 76,48235.71
Cliente 1202,Corporativo,Ubicacion 1,Empleado 82,48732.28
Cliente 1203,Gobierno,Ubicacion 34,Empleado 83,43834.64
Cliente 1204,Gobierno,Ubicacion 38,Empleado 61,32798.90
Cliente 1205,Corporativo,Ubicacion 52,Empleado 96,31923.12
Cliente 1206,Gobierno,Ubicacion 63,Empleado 93,27499.04
Cliente 1207,Gobierno,Ubicacion 24,Empleado 36,31992.46
Cliente 1208,Corporativo,Ubicacion 72,Empleado 85,34408.45
Cliente 1209,Mediana Empresa,Ubicacion 25,Empleado 10,15925.62
Cliente 1210,Corporativo,Ubicacion 60,Empleado 67,20777.76
Cliente 1211,Corporativo,Ubicacion 98,Empleado 28,45168.93
Cliente 1212,Gobierno,Ubicacion 17,Empleado 84,22217.44
Cliente 1213,Gobierno,Ubicacion 86,Empleado 15,17801.06
Cliente 1214,Mediana Empresa,Ubicacion 70,Empleado 98,15526.57
Cliente 1215,Corporativo,Ubicacion 43,Empleado 66,11109.88
Cliente 1216,Gobierno,Ubicacion 43,Empleado 21,49169.93
Cliente 1217,Mediana Empresa,Ubicacion 57,Empleado 67,12901.14
Cliente 1218,Corporativo,Ubicacion 1,Empleado 9,30218.03
Cliente 1219,Mediana Empresa,Ubicacion 50,Empleado 82,14055.90
Cliente 1220,Mediana Empresa,Ubicacion 7,Empleado 91,1142.17
Cliente 1221,Mediana Empresa,Ubicacion 83,Empleado 52,2819.68
Cliente 1222,Corporativo,Ubicacion 77,Empleado 93,3823.73
Cliente 1223,Corporativo,Ubicacion 40,Empleado 65,43687.82
Cliente 1224,Mediana Empresa,Ubicacion 21,Empleado 12,21071.55
Cliente 1225,Corporativo,Ubicacion 84,Empleado 90,17218.22
Cliente 1226,Mediana Empresa,Ubicacion 35,Empleado 74,17388.30
Cliente 1227,Corporativo,Ubicacion 41,Empleado 6,16580.15
Cliente 1228,Mediana Empresa,Ubicacion 74,Empleado 26,37991.92
Cliente 1229,Gobierno,Ubicacion 14,Empleado 96,13974.07
Cliente 1230,Gobierno,Ubicacion 26,Empleado 83,35754.72
Cliente 1231,Corporativo,Ubicacion 77,Empleado 72,34286.31
Cliente 1232,Corporativo,Ubicacion 24,Empleado 37,1861.18
Cliente 1233,Gobierno,Ubicacion 8,Empleado 36,40597.72
Cliente 1234,Gobierno,Ubicacion 96,Empleado 3,37698.93
Cliente 1235,Corporativo,Ubicacion 5,Empleado 11,10332.09
Cliente 1236,Corporativo,Ubicacion 57,Empleado 93,42974.05
Cliente 1237,Gobierno,Ubicacion 1,Empleado 9,29278.67
Cliente 1238,Gobierno,Ubicacion 35,Empleado 25,43726.99
Cliente 1239,Gobierno,Ubicacion 59,Empleado 10,23600.64
Cliente 1240,Gobierno,Ubicacion 46,Empleado 54,20193.29
Cliente 1241,Gobierno,Ubicacion 50,Empleado 47,10235.89
Cliente 1242,Corporativo,Ubicacion 35,Empleado 95,46637.96
Cliente 1243,Corporativo,Ubicacion 48,Empleado 29,20705.68
Cliente 1244,Gobierno,Ubicacion 78,Empleado 79,18905.02
Cliente 1245,Mediana Empresa,Ubicacion 76,Empleado 27,35821.67
Cliente 1246,Corporativo,Ubicacion 67,Empleado 50,16195.74
Cliente 1247,Gobierno,Ubicacion 88,Empleado 50,43987.58
Cliente 1248,Corporativo,Ubicacion 49,Empleado 85,14067.37
Cliente 1249,Gobierno,Ubicacion 66,Empleado 75,7136.42
Cliente 1250,Gobierno,Ubicacion 10,Empleado 100,19574.23
Cliente 1251,Corporativo,Ubicacion 57,Empleado 85,11535.52
Cliente 1252,Mediana Empresa,Ubicacion 78,Empleado 32,34515.59
Cliente 1253,Corporativo,Ubicacion 99,Empleado 85,7288.62
Cliente 1254,Mediana Empresa,Ubicacion 86,Empleado 2,23642.70
Cliente 1255,Corporativo,Ubicacion 95,Empleado 6,27942.35
Cliente 1256,Mediana Empresa,Ubicacion 92,Empleado 99,2822.75
Cliente 1257,Mediana Empresa,Ubicacion 68,Empleado 80,11668.20
Cliente 1258,Gobierno,Ubicacion 25,Empleado 40,22260.51
Cliente 1259,Gobierno,Ubicacion 38,Empleado 46,3597.58
Cliente 1260,Corporativo,Ubicacion 19,Empleado 17,5930.30
Cliente 1261,Corporativo,Ubicacion 8,Empleado 97,38726.77
Cliente 1262,Corporativo,Ubicacion 17,Empleado 34,31986.47
Cliente 1263,Gobierno,Ubicacion 2,Empleado 53,15622.75
Cliente 1264,Corporativo,Ubicacion 61,Empleado 64,45384.10
Cliente 1265,Mediana Empresa,Ubicacion 18,Empleado 70,38996.22
Cliente 1266,Mediana Empresa,Ubicacion 96,Empleado 47,24816.98
Cliente 1267,Mediana Empresa,Ubicacion 24,Empleado 6,38803.16
Cliente 1268,Mediana Empresa,Ubicacion 24,Empleado 53,8024.04
Cliente 1269,Mediana Empresa,Ubicacion 22,Empleado 92,33829.29
Cliente 1270,Gobierno,Ubicacion 72,Empleado 11,46930.51
Cliente 1271,Corporativo,Ubicacion 86,Empleado 20,39974.36
Cliente 1272,Mediana Empresa,Ubicacion 63,Empleado 13,44195.61
Cliente 1273,Gobierno,Ubicacion 24,Empleado 45,28663.01
Cliente 1274,Mediana Empresa,Ubicacion 81,Empleado 82,39275.82
Cliente 1275,Mediana Empresa,Ubicacion 92,Empleado 50,18619.78
Cliente 1276,Gobierno,Ubicacion 4,Empleado 23,2709.83
Cliente 1277,Gobierno,Ubicacion 60,Empleado 82,34531.70
Cliente 1278,Corporativo,Ubicacion 18,Empleado 28,4455.59
Cliente 1279,Mediana Empresa,Ubicacion 59,Empleado 47,4635.49
Cliente 1280,Gobierno,Ubicacion 90,Empleado 9,1767.64
Cliente 1281,Corporativo,Ubicacion 11,Empleado 89,19468.90
Cliente 1282,Corporativo,Ubicacion 86,Empleado 48,23741.01
Cliente 1283,Mediana Empresa,Ubicacion 45,Empleado 89,22776.88
Cliente 1284,Corporativo,Ubicacion 98,Empleado 21,45041.74
Cliente 1285,Corporativo,Ubicacion 79,Empleado 82,7466.60
Cliente 1286,Gobierno,Ubicacion 76,Empleado 84,43002.47
Cliente 1287,Mediana Empresa,Ubicacion 12,Empleado 98,36439.09
Cliente 1288,Gobierno,Ubicacion 47,Empleado 73,9866.95
Cliente 1289,Corporativo,Ubicacion 35,Empleado 27,43365.46
Cliente 1290,Mediana Empresa,Ubicacion 30,Empleado 69,31355.49
Cliente 1291,Gobierno,Ubicacion 40,Empleado 27,9103.64
Cliente 1292,Corporativo,Ubicacion 4,Empleado 77,11862.30
Cliente 1293,Corporativo,Ubicacion 57,Empleado 42,16608.63
Cliente 1294,Corporativo,Ubicacion 47,Empleado 24,4518.31
Cliente 1295,Corporativo,Ubicacion 69,Empleado 46,22227.00
Cliente 1296,Corporativo,Ubicacion 3,Empleado 40,9536.21
Cliente 1297,Corporativo,Ubicacion 89,Empleado 15,2245.65
Cliente 1298,Gobierno,Ubicacion 61,Empleado 87,29515.37
Cliente 1299,Corporativo,Ubicacion 15,Empleado 15,43558.37
Cliente 1300,Corporativo,Ubicacion 56,Empleado 43,30333.58
Cliente 1301,Corporativo,Ubicacion 74,Empleado 30,6151.52
Cliente 1302,Mediana Empresa,Ubicacion 71,Empleado 35,15571.33
Cliente 1303,Mediana Empresa,Ubicacion 80,Empleado 79,28915.30
Cliente 1304,Corporativo,Ubicacion 68,Empleado 43,8609.42
Cliente 1305,Mediana Empresa,Ubicacion 79,Empleado 56,38105.53
Cliente 1306,Corporativo,Ubicacion 82,Empleado 18,47402.41
Cliente 1307,Corporativo,Ubicacion 25,Empleado 4,39540.70
Cliente 1308,Corporativo,Ubicacion 48,Empleado 56,43057.57
Cliente 1309,Corporativo,Ubicacion 93,Empleado 87,40887.23
Cliente 1310,Corporativo,Ubicacion 10,Empleado 17,24473.51
Cliente 1311,Corporativo,Ubicacion 42,Empleado 6,48551.60
Cliente 1312,Mediana Empresa,Ubicacion 2,Empleado 18,19192.81
Cliente 1313,Corporativo,Ubicacion 87,Empleado 27,16300.22
Cliente 1314,Corporativo,Ubicacion 20,Empleado 34,10049.26
Cliente 1315,Corporativo,Ubicacion 21,Empleado 87,801.81
Cliente 1316,Corporativo,Ubicacion 13,Empleado 78,30277.27
Cliente 1317,Mediana Empresa,Ubicacion 58,Empleado 18,13058.70
Cliente 1318,Corporativo,Ubicacion 76,Empleado 6,9009.74
Cliente 1319,Corporativo,Ubicacion 93,Empleado 41,16315.99
Cliente 1320,Gobierno,Ubicacion 21,Empleado 30,32994.08
Cliente 1321,Corporativo,Ubicacion 72,Empleado 23,44725.07
Cliente 1322,Mediana Empresa,Ubicacion 1,Empleado 76,22278.63
Cliente 1323,Gobierno,Ubicacion 45,Empleado 15,19180.29
Cliente 1324,Mediana Empresa,Ubicacion 33,Empleado 7,17529.28
Cliente 1325,Gobierno,Ubicacion 27,Empleado 71,25297.05
Cliente 1326,Mediana Empresa,Ubicacion 12,Empleado 96,44189.75
Cliente 1327,Corporativo,Ubicacion 30,Empleado 41,9553.62
Cliente 1328,Corporativo,Ubicacion 41,Empleado 7,20884.00
Cliente 1329,Mediana Empresa,Ubicacion 54,Empleado 49,12093.67
Cliente 1330,Gobierno,Ubicacion 2,Empleado 75,668.77
Cliente 1331,Gobierno,Ubicacion 5,Empleado 5,12058.10
Cliente 1332,Mediana Empresa,Ubicacion 15,Empleado 64,12381.34
Cliente 1333,Mediana Empresa,Ubicacion 30,Empleado 37,22477.96
Cliente 1334,Corporativo,Ubicacion 7,Empleado 16,35382.54
Cliente 1335,Corporativo,Ubicacion 36,Empleado 86,38440.20
Cliente 1336,Gobierno,Ubicacion 95,Empleado 51,937.28
Cliente 1337,Corporativo,Ubicacion 53,Empleado 74,26388.94
Cliente 1338,Mediana Empresa,Ubicacion 78,Empleado 31,1954.00
Cliente 1339,Corporativo,Ubicacion 24,Empleado 38,16915.56
Cliente 1340,Gobierno,Ubicacion 68,Empleado 26,31325.95
Cliente 1341,Corporativo,Ubicacion 83,Empleado 14,2417.17
Cliente 1342,Gobierno,Ubicacion 55,Empleado 40,41292.40
Cliente 1343,Corporativo,Ubicacion 57,Empleado 28,25962.72
Cliente 1344,Gobierno,Ubicacion 16,Empleado 68,23628.07
Cliente 1345,Corporativo,Ubicacion 15,Empleado 11,16326.30
Cliente 1346,Mediana Empresa,Ubicacion 55,Empleado 73,37351.13
Cliente 1347,Mediana Empresa,Ubicacion 49,Empleado 42,32123.93
Cliente 1348,Corporativo,Ubicacion 67,Empleado 23,38779.33
Cliente 1349,Corporativo,Ubicacion 87,Empleado 96,43980.14
Cliente 1350,Corporativo,Ubicacion 18,Empleado 22,47976.96
Cliente 1351,Mediana Empresa,Ubicacion 72,Empleado 11,46796.10
Cliente 1352,Gobierno,Ubicacion 91,Empleado 11,33174.18
Cliente 1353,Gobierno,Ubicacion 12,Empleado 98,45212.17
Cliente 1354,Gobierno,Ubicacion 87,Empleado 91,13434.13
Cliente 1355,Corporativo,Ubicacion 18,Empleado 4,1461.57
Cliente 1356,Gobierno,Ubicacion 98,Empleado 89,47718.14
Cliente 1357,Mediana Empresa,Ubicacion 51,Empleado 63,13346.04
Cliente 1358,Corporativo,Ubicacion 15,Empleado 86,44395.37
Cliente 1359,Corporativo,Ubicacion 10,Empleado 16,24234.90
Cliente 1360,Corporativo,Ubicacion 18,Empleado 8,26003.00
Cliente 1361,Corporativo,Ubicacion 66,Empleado 3,49194.77
Cliente 1362,Corporativo,Ubicacion 83,Empleado 95,38935.88
Cliente 1363,Gobierno,Ubicacion 99,Empleado 7,41677.78
Cliente 1364,Corporativo,Ubicacion 3,Empleado 53,26570.38
Cliente 1365,Corporativo,Ubicacion 66,Empleado 58,28576.73
Cliente 1366,Corporativo,Ubicacion 12,Empleado 75,46876.51
Cliente 1367,Mediana Empresa,Ubicacion 52,Empleado 5,9568.51
Cliente 1368,Mediana Empresa,Ubicacion 74,Empleado 39,30085.88
Cliente 1369,Mediana Empresa,Ubicacion 60,Empleado 20,44220.50
Cliente 1370,Corporativo,Ubicacion 42,Empleado 94,43623.11
Cliente 1371,Corporativo,Ubicacion 12,Empleado 90,36393.73
Cliente 1372,Gobierno,Ubicacion 53,Empleado 95,8892.21
Cliente 1373,Corporativo,Ubicacion 87,Empleado 1,1595.26
Cliente 1374,Corporativo,Ubicacion 3,Empleado 39,24714.25
Cliente 1375,Corporativo,Ubicacion 46,Empleado 98,2218.84
Cliente 1376,Mediana Empresa,Ubicacion 21,Empleado 86,41179.62
Cliente 1377,Gobierno,Ubicacion 54,Empleado 79,35881.12
Cliente 1378,Corporativo,Ubicacion 99,Empleado 37,5568.64
Cliente 1379,Mediana Empresa,Ubicacion 17,Empleado 51,34388.98
Cliente 1380,Gobierno,Ubicacion 55,Empleado 33,12245.05
Cliente 1381,Gobierno,Ubicacion 31,Empleado 33,28291.05
Cliente 1382,Gobierno,Ubicacion 43,Empleado 66,9179.67
Cliente 1383,Mediana Empresa,Ubicacion 86,Empleado 15,7417.78
Cliente 1384,Mediana Empresa,Ubicacion 12,Empleado 67,34202.90
Cliente 1385,Corporativo,Ubicacion 43,Empleado 41,6414.88
Cliente 1386,Corporativo,Ubicacion 17,Empleado 9,18777.73
Cliente 1387,Corporativo,Ubicacion 86,Empleado 93,38717.15
Cliente 1388,Corporativo,Ubicacion 76,Empleado 8,10273.04
Cliente 1389,Corporativo,Ubicacion 24,Empleado 68,11536.19
Cliente 1390,Gobierno,Ubicacion 87,Empleado 96,41726.51
Cliente 1391,Gobierno,Ubicacion 74,Empleado 7,24702.47
Cliente 1392,Mediana Empresa,Ubicacion 1,Empleado 69,13238.39
Cliente 1393,Gobierno,Ubicacion 67,Empleado 18,20604.08
Cliente 1394,Corporativo,Ubicacion 10,Empleado 23,15440.70
Cliente 1395,Gobierno,Ubicacion 77,Empleado 71,8498.83
Cliente 1396,Corporativo,Ubicacion 63,Empleado 26,44591.05
Cliente 1397,Mediana Empresa,Ubicacion 32,Empleado 38,41949.02
Cliente 1398,Corporativo,Ubicacion 14,Empleado 30,23426.57
Cliente 1399,Corporativo,Ubicacion 73,Empleado 89,19655.41
Cliente 1400,Corporativo,Ubicacion 56,Empleado 43,13125.89
Cliente 1401,Corporativo,Ubicacion 16,Empleado 67,19432.20
Cliente 1402,Mediana Empresa,Ubicacion 61,Empleado 37,30436.00
Cliente 1403,Mediana Empresa,Ubicacion 75,Empleado 21,37037.43
Cliente 1404,Corporativo,Ubicacion 68,Empleado 24,27876.85
Cliente 1405,Mediana Empresa,Ubicacion 69,Empleado 56,24171.10
Cliente 1406,Gobierno,Ubicacion 93,Empleado 68,32789.76
Cliente 1407,Mediana Empresa,Ubicacion 59,Empleado 97,47947.16
Cliente 1408,Mediana Empresa,Ubicacion 12,Empleado 15,37822.82
Cliente 1409,Corporativo,Ubicacion 65,Empleado 47,28561.32
Cliente 1410,Mediana Empresa,Ubicacion 51,Empleado 71,49997.13
Cliente 1411,Mediana Empresa,Ubicacion 4,Empleado 25,552.46
Cliente 1412,Corporativo,Ubicacion 10,Empleado 2,43991.33
Cliente 1413,Corporativo,Ubicacion 49,Empleado 63,37434.95
Cliente 1414,Mediana Empresa,Ubicacion 8,Empleado 60,3375.69
Cliente 1415,Corporativo,Ubicacion 51,Empleado 81,41960.24
Cliente 1416,Corporativo,Ubicacion 32,Empleado 48,34104.51
Cliente 1417,Corporativo,Ubicacion 67,Empleado 45,47589.67
Cliente 1418,Corporativo,Ubicacion 56,Empleado 22,31132.11
Cliente 1419,Corporativo,Ubicacion 18,Empleado 50,34723.91
Cliente 1420,Mediana Empresa,Ubicacion 15,Empleado 32,24538.64
Cliente 1421,Corporativo,Ubicacion 62,Empleado 12,11957.40
Cliente 1422,Mediana Empresa,Ubicacion 82,Empleado 34,43387.54
Cliente 1423,Corporativo,Ubicacion 20,Empleado 46,41652.85
Cliente 1424,Corporativo,Ubicacion 71,Empleado 35,10471.05
Cliente 1425,Mediana Empresa,Ubicacion 23,Empleado 35,24391.38
Cliente 1426,Corporativo,Ubicacion 7,Empleado 12,43601.09
Cliente 1427,Corporativo,Ubicacion 87,Empleado 22,32428.94
Cliente 1428,Corporativo,Ubicacion 17,Empleado 52,1807.92
Cliente 1429,Gobierno,Ubicacion 91,Empleado 11,2337.05
Cliente 1430,Mediana Empresa,Ubicacion 69,Empleado 34,23000.05
Cliente 1431,Corporativo,Ubicacion 42,Empleado 74,13433.29
Cliente 1432,Corporativo,Ubicacion 29,Empleado 87,35355.89
Cliente 1433,Corporativo,Ubicacion 93,Empleado 32,42447.71
Cliente 1434,Mediana Empresa,Ubicacion 7,Empleado 88,30562.46
Cliente 1435,Gobierno,Ubicacion 56,Empleado 30,46176.88
Cliente 1436,Gobierno,Ubicacion 83,Empleado 3,41282.09
Cliente 1437,Corporativo,Ubicacion 86,Empleado 63,9709.42
Cliente 1438,Corporativo,Ubicacion 41,Empleado 53,43801.07
Cliente 1439,Corporativo,Ubicacion 92,Empleado 96,6500.75
Cliente 1440,Mediana Empresa,Ubicacion 85,Empleado 71,2486.31
Cliente 1441,Mediana Empresa,Ubicacion 87,Empleado 80,24498.46
Cliente 1442,Mediana Empresa,Ubicacion 48,Empleado 98,7984.79
Cliente 1443,Corporativo,Ubicacion 71,Empleado 19,45568.04
Cliente 1444,Mediana Empresa,Ubicacion 86,Empleado 88,16760.99
Cliente 1445,Mediana Empresa,Ubicacion 74,Empleado 53,3223.47
Cliente 1446,Corporativo,Ubicacion 52,Empleado 6,2666.91
Cliente 1447,Mediana Empresa,Ubicacion 86,Empleado 61,995.24
Cliente 1448,Gobierno,Ubicacion 27,Empleado 8,46195.31
Cliente 1449,Mediana Empresa,Ubicacion 89,Empleado 8,36854.12
Cliente 1450,Corporativo,Ubicacion 93,Empleado 88,22867.13
Cliente 1451,Gobierno,Ubicacion 92,Empleado 70,34899.45
Cliente 1452,Corporativo,Ubicacion 60,Empleado 54,49660.86
Cliente 1453,Corporativo,Ubicacion 1,Empleado 52,4900.61
Cliente 1454,Gobierno,Ubicacion 21,Empleado 43,46377.82
Cliente 1455,Mediana Empresa,Ubicacion 72,Empleado 15,661.79
Cliente 1456,Corporativo,Ubicacion 23,Empleado 9,46357.77
Cliente 1457,Corporativo,Ubicacion 18,Empleado 99,23760.12
Cliente 1458,Corporativo,Ubicacion 4,Empleado 21,13934.12
Cliente 1459,Mediana Empresa,Ubicacion 90,Empleado 65,42044.12
Cliente 1460,Corporativo,Ubicacion 52,Empleado 91,13303.01
Cliente 1461,Corporativo,Ubicacion 28,Empleado 17,48453.58
Cliente 1462,Corporativo,Ubicacion 26,Empleado 86,49856.86
Cliente 1463,Corporativo,Ubicacion 83,Empleado 98,16792.34
Cliente 1464,Mediana Empresa,Ubicacion 46,Empleado 31,22442.48
Cliente 1465,Corporativo,Ubicacion 23,Empleado 100,27066.97
Cliente 1466,Corporativo,Ubicacion 24,Empleado 80,15679.29
Cliente 1467,Corporativo,Ubicacion 66,Empleado 77,37116.73
Cliente 1468,Corporativo,Ubicacion 18,Empleado 77,45567.16
Cliente 1469,Mediana Empresa,Ubicacion 94,Empleado 44,7815.14
Cliente 1470,Corporativo,Ubicacion 72,Empleado 61,4840.17
Cliente 1471,Corporativo,Ubicacion 34,Empleado 27,17507.36
Cliente 1472,Corporativo,Ubicacion 77,Empleado 84,31997.61
Cliente 1473,Gobierno,Ubicacion 15,Empleado 91,10203.65
Cliente 1474,Corporativo,Ubicacion 7,Empleado 13,7784.84
Cliente 1475,Corporativo,Ubicacion 35,Empleado 37,9445.82
Cliente 1476,Corporativo,Ubicacion 59,Empleado 62,13377.54
Cliente 1477,Mediana Empresa,Ubicacion 7,Empleado 15,1030.46
Cliente 1478,Mediana Empresa,Ubicacion 19,Empleado 67,19047.66
Cliente 1479,Gobierno,Ubicacion 78,Empleado 46,41623.45
Cliente 1480,Corporativo,Ubicacion 83,Empleado 85,44432.82
Cliente 1481,Gobierno,Ubicacion 78,Empleado 22,44371.58
Cliente 1482,Corporativo,Ubicacion 62,Empleado 77,45020.31
Cliente 1483,Gobierno,Ubicacion 6,Empleado 4,33629.51
Cliente 1484,Corporativo,Ubicacion 27,Empleado 100,18553.34
Cliente 1485,Mediana Empresa,Ubicacion 4,Empleado 40,18530.57
Cliente 1486,Gobierno,Ubicacion 32,Empleado 74,44281.08
Cliente 1487,Mediana Empresa,Ubicacion 38,Empleado 59,31474.87
Cliente 1488,Mediana Empresa,Ubicacion 67,Empleado 7,28078.04
Cliente 1489,Corporativo,Ubicacion 91,Empleado 16,7490.07
Cliente 1490,Mediana Empresa,Ubicacion 91,Empleado 49,25206.78
Cliente 1491,Corporativo,Ubicacion 29,Empleado 43,21059.43
Cliente 1492,Gobierno,Ubicacion 39,Empleado 60,9108.89
Cliente 1493,Corporativo,Ubicacion 44,Empleado 32,15731.58
Cliente 1494,Mediana Empresa,Ubicacion 52,Empleado 15,37137.58
Cliente 1495,Gobierno,Ubicacion 59,Empleado 55,15024.00
Cliente 1496,Corporativo,Ubicacion 89,Empleado 96,22666.69
Cliente 1497,Corporativo,Ubicacion 75,Empleado 4,46685.03
Cliente 1498,Mediana Empresa,Ubicacion 52,Empleado 87,7827.40
Cliente 1499,Mediana Empresa,Ubicacion 73,Empleado 28,7985.24
Cliente 1500,Gobierno,Ubicacion 11,Empleado 85,38626.00
Cliente 1501,Mediana Empresa,Ubicacion 42,Empleado 83,41751.26
Cliente 1502,Corporativo,Ubicacion 82,Empleado 34,13608.16
Cliente 1503,Corporativo,Ubicacion 44,Empleado 3,4291.67
Cliente 1504,Corporativo,Ubicacion 71,Empleado 78,29426.49
Cliente 1505,Gobierno,Ubicacion 92,Empleado 63,18123.87
Cliente 1506,Mediana Empresa,Ubicacion 24,Empleado 31,42931.89
Cliente 1507,Corporativo,Ubicacion 56,Empleado 22,2802.18
Cliente 1508,Corporativo,Ubicacion 58,Empleado 69,36955.37
Cliente 1509,Corporativo,Ubicacion 82,Empleado 27,38720.58
Cliente 1510,Gobierno,Ubicacion 32,Empleado 97,11430.62
Cliente 1511,Corporativo,Ubicacion 63,Empleado 2,44442.63
Cliente 1512,Mediana Empresa,Ubicacion 19,Empleado 2,28821.94
Cliente 1513,Mediana Empresa,Ubicacion 23,Empleado 99,29030.77
Cliente 1514,Corporativo,Ubicacion 25,Empleado 89,39324.73
Cliente 1515,Gobierno,Ubicacion 17,Empleado 95,37854.02
Cliente 1516,Mediana Empresa,Ubicacion 69,Empleado 100,15876.66
Cliente 1517,Gobierno,Ubicacion 69,Empleado 79,9915.12
Cliente 1518,Corporativo,Ubicacion 51,Empleado 64,48107.32
Cliente 1519,Gobierno,Ubicacion 62,Empleado 23,13047.41
Cliente 1520,Corporativo,Ubicacion 32,Empleado 50,12233.47
Cliente 1521,Corporativo,Ubicacion 1,Empleado 74,21321.59
Cliente 1522,Corporativo,Ubicacion 51,Empleado 59,34877.79
Cliente 1523,Corporativo,Ubicacion 99,Empleado 27,45943.62
Cliente 1524,Corporativo,Ubicacion 9,Empleado 23,45736.52
Cliente 1525,Gobierno,Ubicacion 42,Empleado 55,8867.04
Cliente 1526,Corporativo,Ubicacion 100,Empleado 69,36151.30
Cliente 1527,Corporativo,Ubicacion 61,Empleado 48,26820.65
Cliente 1528,Mediana Empresa,Ubicacion 73,Empleado 74,28975.30
Cliente 1529,Mediana Empresa,Ubicacion 34,Empleado 34,12727.10
Cliente 1530,Corporativo,Ubicacion 24,Empleado 23,42748.79
Cliente 1531,Gobierno,Ubicacion 72,Empleado 82,35050.06
Cliente 1532,Mediana Empresa,Ubicacion 36,Empleado 19,20670.53
Cliente 1533,Corporativo,Ubicacion 84,Empleado 92,39934.58
Cliente 1534,Corporativo,Ubicacion 95,Empleado 93,5760.64
Cliente 1535,Corporativo,Ubicacion 36,Empleado 64,27014.40
Cliente 1536,Corporativo,Ubicacion 94,Empleado 19,20981.81
Cliente 1537,Mediana Empresa,Ubicacion 9,Empleado 10,23592.95
Cliente 1538,Mediana Empresa,Ubicacion 89,Empleado 62,24903.25
Cliente 1539,Corporativo,Ubicacion 10,Empleado 52,2987.32
Cliente 1540,Corporativo,Ubicacion 50,Empleado 96,7393.31
Cliente 1541,Corporativo,Ubicacion 8,Empleado 52,23474.22
Cliente 1542,Mediana Empresa,Ubicacion 98,Empleado 72,29669.67
Cliente 1543,Corporativo,Ubicacion 75,Empleado 79,12443.72
Cliente 1544,Mediana Empresa,Ubicacion 69,Empleado 71,26760.18
Cliente 1545,Gobierno,Ubicacion 29,Empleado 56,23693.36
Cliente 1546,Corporativo,Ubicacion 59,Empleado 71,42080.51
Cliente 1547,Corporativo,Ubicacion 24,Empleado 12,27626.97
Cliente 1548,Gobierno,Ubicacion 12,Empleado 17,16511.66
Cliente 1549,Gobierno,Ubicacion 30,Empleado 33,1868.23
Cliente 1550,Corporativo,Ubicacion 54,Empleado 60,27631.58
Cliente 1551,Corporativo,Ubicacion 28,Empleado 72,35749.19
Cliente 1552,Corporativo,Ubicacion 92,Empleado 61,1616.23
Cliente 1553,Mediana Empresa,Ubicacion 63,Empleado 37,25230.98
Cliente 1554,Corporativo,Ubicacion 19,Empleado 77,35745.65
Cliente 1555,Gobierno,Ubicacion 74,Empleado 50,37332.27
Cliente 1556,Corporativo,Ubicacion 16,Empleado 94,38088.09
Cliente 1557,Mediana Empresa,Ubicacion 46,Empleado 14,46506.69
Cliente 1558,Mediana Empresa,Ubicacion 11,Empleado 78,42967.12
Cliente 1559,Corporativo,Ubicacion 36,Empleado 86,30562.74
Cliente 1560,Gobierno,Ubicacion 75,Empleado 56,30152.46
Cliente 1561,Corporativo,Ubicacion 22,Empleado 74,27337.21
Cliente 1562,Mediana Empresa,Ubicacion 9,Empleado 75,47417.09
Cliente 1563,Mediana Empresa,Ubicacion 18,Empleado 51,5128.09
Cliente 1564,Mediana Empresa,Ubicacion 37,Empleado 49,14216.89
Cliente 1565,Corporativo,Ubicacion 76,Empleado 25,11437.24
Cliente 1566,Corporativo,Ubicacion 13,Empleado 13,11772.36
Cliente 1567,Mediana Empresa,Ubicacion 40,Empleado 7,46707.31
Cliente 1568,Corporativo,Ubicacion 76,Empleado 24,46967.81
Cliente 1569,Gobierno,Ubicacion 33,Empleado 13,34546.77
Cliente 1570,Gobierno,Ubicacion 64,Empleado 71,27464.38
Cliente 1571,Corporativo,Ubicacion 99,Empleado 65,30645.50
Cliente 1572,Corporativo,Ubicacion 57,Empleado 88,20243.29
Cliente 1573,Corporativo,Ubicacion 1,Empleado 23,42076.23
Cliente 1574,Mediana Empresa,Ubicacion 56,Empleado 88,21101.23
Cliente 1575,Mediana Empresa,Ubicacion 90,Empleado 40,6045.17
Cliente 1576,Mediana Empresa,Ubicacion 18,Empleado 28,34600.47
Cliente 1577,Gobierno,Ubicacion 59,Empleado 35,5959.17
Cliente 1578,Mediana Empresa,Ubicacion 10,Empleado 63,8005.25
Cliente 1579,Mediana Empresa,Ubicacion 32,Empleado 26,42626.26
Cliente 1580,Corporativo,Ubicacion 16,Empleado 87,11589.99
Cliente 1581,Corporativo,Ubicacion 85,Empleado 11,19512.63
Cliente 1582,Corporativo,Ubicacion 25,Empleado 82,46063.64
