Nombre de la Empresa,Tipo de Cliente,Ubicacion,Ejecutivo de Cuenta,Volumen de Compra Mensual
Cliente 912,Gobierno,Ubicacion 18,a02aj000008MD5WAAW,25494.25
Cliente 1761,Mediana Empresa,Ubicacion 79,a02aj000008MD6LAAW,2415.29
Cliente 1803,Gobierno,Ubicacion 57,a02aj000008MD68AAG,47997.97
Cliente 1345,Corporativo,Ubicacion 15,a02aj000008MD5NAAW,16326.30
Cliente 752,Gobierno,Ubicacion 19,a02aj000008MD5wAAG,9225.16
Cliente 1601,Mediana Empresa,Ubicacion 33,a02aj000008MD6BAAW,25813.42
Cliente 950,Gobierno,Ubicacion 52,a02aj000008MD5gAAG,13492.26
Cliente 1017,Gobierno,Ubicacion 31,a02aj000008MD6IAAW,16778.65
Cliente 256,Corporativo,Ubicacion 85,a02aj000008MD5qAAG,25214.99
Cliente 1273,Gobierno,Ubicacion 24,a02aj000008MD5JAAW,28663.01
Cliente 626,Mediana Empresa,Ubicacion 56,a02aj000008MD5rAAG,19959.73
Cliente 1198,Gobierno,Ubicacion 18,a02aj000008MD5HAAW,39292.46
Cliente 536,Gobierno,Ubicacion 84,a02aj000008MD5GAAW,25515.08
Cliente 929,Corporativo,Ubicacion 95,a02aj000008MD5cAAG,4504.81
Cliente 1046,Gobierno,Ubicacion 90,a02aj000008MD5tAAG,31890.37
Cliente 1966,Gobierno,Ubicacion 10,a02aj000008MD5qAAG,39632.08
Cliente 1007,Corporativo,Ubicacion 89,a02aj000008MD5HAAW,41003.05
Cliente 575,Mediana Empresa,Ubicacion 38,a02aj000008MD6OAAW,46065.37
Cliente 508,Mediana Empresa,Ubicacion 17,a02aj000008MD62AAG,12403.96
Cliente 564,Mediana Empresa,Ubicacion 100,a02aj000008MD5XAAW,35077.18
Cliente 97,Corporativo,Ubicacion 4,a02aj000008MD5aAAG,34255.63
Cliente 1921,Mediana Empresa,Ubicacion 43,a02aj000008MD5OAAW,45599.46
Cliente 1573,Corporativo,Ubicacion 1,a02aj000008MD5LAAW,42076.23
Cliente 687,Corporativo,Ubicacion 86,a02aj000008MD5IAAW,5305.00
Cliente 1136,Corporativo,Ubicacion 98,a02aj000008MD5tAAG,26475.18
Cliente 262,Corporativo,Ubicacion 25,a02aj000008MD5XAAW,23621.23
Cliente 1899,Corporativo,Ubicacion 52,a02aj000008MD5tAAG,39868.98
Cliente 839,Gobierno,Ubicacion 64,a02aj000008MD5yAAG,31716.11
Cliente 153,Corporativo,Ubicacion 13,a02aj000008MD6MAAW,14658.55
Cliente 572,Mediana Empresa,Ubicacion 71,a02aj000008MD5KAAW,27184.50
Cliente 818,Corporativo,Ubicacion 60,a02aj000008MD5MAAW,1512.34
Cliente 1336,Gobierno,Ubicacion 95,a02aj000008MD6HAAW,937.28
Cliente 1275,Mediana Empresa,Ubicacion 92,a02aj000008MD5tAAG,18619.78
Cliente 822,Corporativo,Ubicacion 98,a02aj000008MD5OAAW,15160.64
Cliente 1907,Corporativo,Ubicacion 3,a02aj000008MD5iAAG,37035.55
Cliente 119,Corporativo,Ubicacion 5,a02aj000008MD6RAAW,16460.19
Cliente 1171,Gobierno,Ubicacion 22,a02aj000008MD5YAAW,44647.55
Cliente 1536,Corporativo,Ubicacion 94,a02aj000008MD5PAAW,20981.81
Cliente 1906,Gobierno,Ubicacion 38,a02aj000008MD5kAAG,28769.89
Cliente 1035,Gobierno,Ubicacion 70,a02aj000008MD5bAAG,43877.42
Cliente 685,Gobierno,Ubicacion 59,a02aj000008MD6HAAW,8388.02
Cliente 14,Mediana Empresa,Ubicacion 13,a02aj000008MD6AAAW,10382.25
Cliente 540,Gobierno,Ubicacion 15,a02aj000008MD65AAG,32887.15
Cliente 389,Corporativo,Ubicacion 51,a02aj000008MD6KAAW,32672.91
Cliente 952,Gobierno,Ubicacion 91,a02aj000008MD5QAAW,743.49
Cliente 1650,Gobierno,Ubicacion 72,a02aj000008MD5fAAG,8882.77
Cliente 1867,Corporativo,Ubicacion 13,a02aj000008MD5tAAG,1409.73
Cliente 951,Corporativo,Ubicacion 92,a02aj000008MD6FAAW,15626.71
Cliente 1174,Gobierno,Ubicacion 43,a02aj000008MD5mAAG,24038.79
Cliente 214,Gobierno,Ubicacion 12,a02aj000008MD5tAAG,1400.38
Cliente 1239,Gobierno,Ubicacion 59,a02aj000008MD5hAAG,23600.64
Cliente 1598,Gobierno,Ubicacion 96,a02aj000008MD5aAAG,42293.41
Cliente 348,Corporativo,Ubicacion 30,a02aj000008MD5qAAG,30578.68
Cliente 461,Mediana Empresa,Ubicacion 41,a02aj000008MD6IAAW,6598.69
Cliente 1873,Corporativo,Ubicacion 73,a02aj000008MD5YAAW,47906.58
Cliente 1426,Corporativo,Ubicacion 7,a02aj000008MD5jAAG,43601.09
Cliente 705,Corporativo,Ubicacion 21,a02aj000008MD63AAG,3192.13
Cliente 1394,Corporativo,Ubicacion 10,a02aj000008MD5LAAW,15440.70
Cliente 1061,Gobierno,Ubicacion 6,a02aj000008MD5lAAG,859.53
Cliente 1758,Gobierno,Ubicacion 32,a02aj000008MD5bAAG,38769.08
Cliente 1048,Mediana Empresa,Ubicacion 30,a02aj000008MD5eAAG,11251.16
Cliente 1516,Mediana Empresa,Ubicacion 69,a02aj000008MD6EAAW,15876.66
Cliente 713,Mediana Empresa,Ubicacion 57,a02aj000008MD5rAAG,32103.48
Cliente 28,Corporativo,Ubicacion 96,a02aj000008MD5oAAG,44089.66
Cliente 486,Mediana Empresa,Ubicacion 7,a02aj000008MD5ZAAW,1028.61
Cliente 1821,Corporativo,Ubicacion 38,a02aj000008MD5HAAW,48925.26
Cliente 466,Gobierno,Ubicacion 71,a02aj000008MD64AAG,31706.94
Cliente 589,Corporativo,Ubicacion 54,a02aj000008MD5PAAW,22242.22
Cliente 653,Corporativo,Ubicacion 35,a02aj000008MD5OAAW,25510.40
Cliente 292,Corporativo,Ubicacion 41,a02aj000008MD5aAAG,23246.44
Cliente 1261,Corporativo,Ubicacion 8,a02aj000008MD5gAAG,38726.77
Cliente 1620,Gobierno,Ubicacion 38,a02aj000008MD66AAG,11624.28
Cliente 1390,Gobierno,Ubicacion 87,a02aj000008MD5wAAG,41726.51
Cliente 1942,Mediana Empresa,Ubicacion 64,a02aj000008MD6KAAW,40090.24
Cliente 126,Mediana Empresa,Ubicacion 67,a02aj000008MD6RAAW,26889.33
Cliente 1386,Corporativo,Ubicacion 17,a02aj000008MD67AAG,18777.73
Cliente 959,Gobierno,Ubicacion 88,a02aj000008MD5nAAG,49640.07
Cliente 1370,Corporativo,Ubicacion 42,a02aj000008MD5nAAG,43623.11
Cliente 206,Corporativo,Ubicacion 75,a02aj000008MD6QAAW,18772.70
Cliente 1736,Mediana Empresa,Ubicacion 8,a02aj000008MD6EAAW,22804.94
Cliente 1997,Gobierno,Ubicacion 16,a02aj000008MD63AAG,16321.45
Cliente 1088,Corporativo,Ubicacion 72,a02aj000008MD68AAG,34404.30
Cliente 793,Corporativo,Ubicacion 56,a02aj000008MD5MAAW,1582.55
Cliente 968,Mediana Empresa,Ubicacion 88,a02aj000008MD5qAAG,1148.09
Cliente 1688,Corporativo,Ubicacion 31,a02aj000008MD5YAAW,35525.48
Cliente 674,Gobierno,Ubicacion 56,a02aj000008MD5RAAW,8462.56
Cliente 767,Corporativo,Ubicacion 98,a02aj000008MD5eAAG,14027.58
Cliente 1104,Corporativo,Ubicacion 18,a02aj000008MD6NAAW,26542.64
Cliente 700,Corporativo,Ubicacion 21,a02aj000008MD5XAAW,1523.50
Cliente 862,Corporativo,Ubicacion 15,a02aj000008MD6JAAW,32365.05
Cliente 1786,Corporativo,Ubicacion 24,a02aj000008MD6NAAW,25701.25
Cliente 1089,Mediana Empresa,Ubicacion 2,a02aj000008MD6RAAW,38584.38
Cliente 155,Corporativo,Ubicacion 47,a02aj000008MD6RAAW,43899.35
Cliente 1020,Mediana Empresa,Ubicacion 51,a02aj000008MD5LAAW,17839.94
Cliente 1486,Gobierno,Ubicacion 32,a02aj000008MD5RAAW,44281.08
Cliente 1141,Gobierno,Ubicacion 55,a02aj000008MD5ZAAW,12330.82
Cliente 159,Gobierno,Ubicacion 3,a02aj000008MD5fAAG,38603.50
Cliente 900,Gobierno,Ubicacion 11,a02aj000008MD63AAG,15139.39
Cliente 866,Gobierno,Ubicacion 52,a02aj000008MD65AAG,10547.83
Cliente 501,Mediana Empresa,Ubicacion 16,a02aj000008MD64AAG,27651.09
Cliente 368,Corporativo,Ubicacion 40,a02aj000008MD6CAAW,44214.00
Cliente 899,Mediana Empresa,Ubicacion 44,a02aj000008MD6DAAW,48344.61
Cliente 1290,Mediana Empresa,Ubicacion 30,a02aj000008MD6KAAW,31355.49
Cliente 1133,Corporativo,Ubicacion 87,a02aj000008MD5LAAW,49805.02
Cliente 1194,Corporativo,Ubicacion 41,a02aj000008MD5aAAG,37582.67
Cliente 60,Gobierno,Ubicacion 9,a02aj000008MD6MAAW,46456.63
Cliente 1726,Corporativo,Ubicacion 11,a02aj000008MD6RAAW,21129.81
Cliente 1360,Corporativo,Ubicacion 18,a02aj000008MD5vAAG,26003.00
Cliente 1212,Gobierno,Ubicacion 17,a02aj000008MD5FAAW,22217.44
Cliente 1068,Corporativo,Ubicacion 78,a02aj000008MD5LAAW,27148.10
Cliente 6,Gobierno,Ubicacion 96,a02aj000008MD5IAAW,44131.17
Cliente 1378,Corporativo,Ubicacion 99,a02aj000008MD6BAAW,5568.64
Cliente 1738,Mediana Empresa,Ubicacion 88,a02aj000008MD5lAAG,9945.99
Cliente 362,Mediana Empresa,Ubicacion 40,a02aj000008MD6MAAW,16490.34
Cliente 1590,Corporativo,Ubicacion 82,a02aj000008MD5XAAW,7269.65
Cliente 1963,Mediana Empresa,Ubicacion 94,a02aj000008MD5GAAW,3837.92
Cliente 605,Gobierno,Ubicacion 51,a02aj000008MD5aAAG,40277.66
Cliente 1377,Gobierno,Ubicacion 54,a02aj000008MD68AAG,35881.12
Cliente 1482,Corporativo,Ubicacion 62,a02aj000008MD5VAAW,45020.31
Cliente 1152,Mediana Empresa,Ubicacion 84,a02aj000008MD5LAAW,4271.93
Cliente 1788,Corporativo,Ubicacion 92,a02aj000008MD60AAG,32897.10
Cliente 415,Corporativo,Ubicacion 21,a02aj000008MD5PAAW,45623.79
Cliente 1576,Mediana Empresa,Ubicacion 18,a02aj000008MD5xAAG,34600.47
Cliente 429,Corporativo,Ubicacion 92,a02aj000008MD6LAAW,45783.04
Cliente 201,Gobierno,Ubicacion 100,a02aj000008MD5VAAW,4917.51
Cliente 785,Corporativo,Ubicacion 90,a02aj000008MD6PAAW,41557.49
Cliente 66,Gobierno,Ubicacion 58,a02aj000008MD5fAAG,30623.28
Cliente 1672,Gobierno,Ubicacion 29,a02aj000008MD5nAAG,13884.82
Cliente 1005,Gobierno,Ubicacion 61,a02aj000008MD5lAAG,37699.75
Cliente 1144,Corporativo,Ubicacion 62,a02aj000008MD6DAAW,12574.19
Cliente 1531,Gobierno,Ubicacion 72,a02aj000008MD5zAAG,35050.06
Cliente 648,Corporativo,Ubicacion 82,a02aj000008MD65AAG,31700.42
Cliente 1338,Mediana Empresa,Ubicacion 78,a02aj000008MD5QAAW,1954.00
Cliente 895,Mediana Empresa,Ubicacion 66,a02aj000008MD5OAAW,24824.50
Cliente 546,Corporativo,Ubicacion 63,a02aj000008MD6EAAW,5525.82
Cliente 699,Gobierno,Ubicacion 42,a02aj000008MD5LAAW,11918.03
Cliente 438,Corporativo,Ubicacion 4,a02aj000008MD5uAAG,49016.12
Cliente 23,Corporativo,Ubicacion 82,a02aj000008MD6OAAW,40433.97
Cliente 942,Mediana Empresa,Ubicacion 93,a02aj000008MD65AAG,12372.17
Cliente 48,Mediana Empresa,Ubicacion 40,a02aj000008MD63AAG,5281.79
Cliente 1247,Gobierno,Ubicacion 88,a02aj000008MD5tAAG,43987.58
Cliente 1138,Gobierno,Ubicacion 33,a02aj000008MD5jAAG,45770.50
Cliente 1793,Corporativo,Ubicacion 55,a02aj000008MD5kAAG,14933.44
Cliente 557,Gobierno,Ubicacion 21,a02aj000008MD6OAAW,8209.58
Cliente 1274,Mediana Empresa,Ubicacion 81,a02aj000008MD5zAAG,39275.82
Cliente 735,Gobierno,Ubicacion 77,a02aj000008MD6LAAW,48694.47
Cliente 1043,Mediana Empresa,Ubicacion 40,a02aj000008MD5SAAW,28899.59
Cliente 1463,Corporativo,Ubicacion 83,a02aj000008MD6MAAW,16792.34
Cliente 330,Gobierno,Ubicacion 55,a02aj000008MD65AAG,39865.35
Cliente 1553,Mediana Empresa,Ubicacion 63,a02aj000008MD6BAAW,25230.98
Cliente 1082,Gobierno,Ubicacion 60,a02aj000008MD6GAAW,8211.01
Cliente 676,Gobierno,Ubicacion 70,a02aj000008MD5LAAW,46769.43
Cliente 207,Corporativo,Ubicacion 88,a02aj000008MD5tAAG,40301.36
Cliente 1326,Mediana Empresa,Ubicacion 12,a02aj000008MD5wAAG,44189.75
Cliente 1176,Gobierno,Ubicacion 76,a02aj000008MD62AAG,4745.71
Cliente 853,Corporativo,Ubicacion 13,a02aj000008MD6OAAW,11722.44
Cliente 944,Mediana Empresa,Ubicacion 73,a02aj000008MD6QAAW,45683.79
Cliente 780,Corporativo,Ubicacion 56,a02aj000008MD5JAAW,42620.06
Cliente 1900,Corporativo,Ubicacion 30,a02aj000008MD5kAAG,8013.63
Cliente 21,Corporativo,Ubicacion 24,a02aj000008MD5JAAW,47382.73
Cliente 170,Corporativo,Ubicacion 11,a02aj000008MD5zAAG,41197.37
Cliente 1281,Corporativo,Ubicacion 11,a02aj000008MD5aAAG,19468.90
Cliente 1348,Corporativo,Ubicacion 67,a02aj000008MD5LAAW,38779.33
Cliente 1961,Gobierno,Ubicacion 92,a02aj000008MD5mAAG,2604.90
Cliente 253,Mediana Empresa,Ubicacion 69,a02aj000008MD5GAAW,36262.03
Cliente 1566,Corporativo,Ubicacion 13,a02aj000008MD5XAAW,11772.36
Cliente 1363,Gobierno,Ubicacion 99,a02aj000008MD69AAG,41677.78
Cliente 1950,Mediana Empresa,Ubicacion 45,a02aj000008MD68AAG,17163.54
Cliente 1680,Gobierno,Ubicacion 80,a02aj000008MD5pAAG,27316.50
Cliente 824,Corporativo,Ubicacion 98,a02aj000008MD6MAAW,37016.15
Cliente 239,Corporativo,Ubicacion 30,a02aj000008MD5hAAG,43451.55
Cliente 410,Corporativo,Ubicacion 26,a02aj000008MD5SAAW,30703.43
Cliente 683,Corporativo,Ubicacion 53,a02aj000008MD5xAAG,39921.63
Cliente 1727,Corporativo,Ubicacion 48,a02aj000008MD6OAAW,1650.89
Cliente 1685,Corporativo,Ubicacion 24,a02aj000008MD5SAAW,15803.29
Cliente 1791,Corporativo,Ubicacion 70,a02aj000008MD6LAAW,1632.37
Cliente 707,Mediana Empresa,Ubicacion 95,a02aj000008MD5vAAG,40297.12
Cliente 1471,Corporativo,Ubicacion 34,a02aj000008MD5bAAG,17507.36
Cliente 657,Corporativo,Ubicacion 19,a02aj000008MD5HAAW,44527.23
Cliente 211,Gobierno,Ubicacion 18,a02aj000008MD5cAAG,48919.21
Cliente 20,Mediana Empresa,Ubicacion 25,a02aj000008MD6LAAW,27470.06
Cliente 1474,Corporativo,Ubicacion 7,a02aj000008MD5XAAW,7784.84
Cliente 750,Mediana Empresa,Ubicacion 8,a02aj000008MD61AAG,21330.27
Cliente 902,Gobierno,Ubicacion 94,a02aj000008MD5kAAG,37938.61
Cliente 1646,Corporativo,Ubicacion 75,a02aj000008MD5SAAW,3732.41
Cliente 1400,Corporativo,Ubicacion 56,a02aj000008MD5cAAG,13125.89
Cliente 1686,Corporativo,Ubicacion 47,a02aj000008MD6OAAW,43270.26
Cliente 1324,Mediana Empresa,Ubicacion 33,a02aj000008MD69AAG,17529.28
Cliente 1876,Gobierno,Ubicacion 92,a02aj000008MD6LAAW,37221.12
Cliente 388,Corporativo,Ubicacion 30,a02aj000008MD5jAAG,26486.85
Cliente 1100,Corporativo,Ubicacion 28,a02aj000008MD63AAG,36435.99
Cliente 304,Mediana Empresa,Ubicacion 45,a02aj000008MD5jAAG,48436.67
Cliente 34,Mediana Empresa,Ubicacion 49,a02aj000008MD5VAAW,40483.67
Cliente 596,Mediana Empresa,Ubicacion 35,a02aj000008MD5OAAW,8278.31
Cliente 1941,Mediana Empresa,Ubicacion 49,a02aj000008MD5tAAG,32664.11
Cliente 310,Corporativo,Ubicacion 42,a02aj000008MD5lAAG,36767.82
Cliente 50,Gobierno,Ubicacion 70,a02aj000008MD5mAAG,26205.76
Cliente 1030,Corporativo,Ubicacion 39,a02aj000008MD5HAAW,13783.79
Cliente 1439,Corporativo,Ubicacion 92,a02aj000008MD5wAAG,6500.75
Cliente 647,Corporativo,Ubicacion 97,a02aj000008MD5iAAG,31327.04
Cliente 1744,Gobierno,Ubicacion 71,a02aj000008MD5iAAG,45944.24
Cliente 1973,Gobierno,Ubicacion 42,a02aj000008MD5WAAW,21644.17
Cliente 949,Corporativo,Ubicacion 3,a02aj000008MD5zAAG,48974.00
Cliente 1839,Corporativo,Ubicacion 58,a02aj000008MD5PAAW,12292.02
Cliente 872,Mediana Empresa,Ubicacion 81,a02aj000008MD5tAAG,30714.51
Cliente 1808,Gobierno,Ubicacion 1,a02aj000008MD5pAAG,28601.03
Cliente 1593,Gobierno,Ubicacion 67,a02aj000008MD64AAG,39810.98
Cliente 1679,Corporativo,Ubicacion 14,a02aj000008MD5JAAW,33069.84
Cliente 1817,Gobierno,Ubicacion 82,a02aj000008MD5FAAW,37384.67
Cliente 1103,Corporativo,Ubicacion 1,a02aj000008MD5hAAG,32096.75
Cliente 215,Corporativo,Ubicacion 17,a02aj000008MD5jAAG,30971.48
Cliente 1318,Corporativo,Ubicacion 76,a02aj000008MD5oAAG,9009.74
Cliente 1634,Mediana Empresa,Ubicacion 75,a02aj000008MD6GAAW,41640.05
Cliente 1132,Gobierno,Ubicacion 8,a02aj000008MD6NAAW,35270.13
Cliente 1703,Mediana Empresa,Ubicacion 72,a02aj000008MD5hAAG,42918.98
Cliente 1214,Mediana Empresa,Ubicacion 70,a02aj000008MD6MAAW,15526.57
Cliente 1265,Mediana Empresa,Ubicacion 18,a02aj000008MD5dAAG,38996.22
Cliente 205,Corporativo,Ubicacion 28,a02aj000008MD5VAAW,34593.82
Cliente 1831,Corporativo,Ubicacion 30,a02aj000008MD5rAAG,36407.16
Cliente 697,Corporativo,Ubicacion 3,a02aj000008MD5xAAG,29587.75
Cliente 1561,Corporativo,Ubicacion 22,a02aj000008MD5RAAW,27337.21
Cliente 1687,Mediana Empresa,Ubicacion 72,a02aj000008MD6HAAW,8880.46
Cliente 138,Mediana Empresa,Ubicacion 42,a02aj000008MD5HAAW,5471.46
Cliente 800,Corporativo,Ubicacion 44,a02aj000008MD5FAAW,17355.12
Cliente 1930,Corporativo,Ubicacion 53,a02aj000008MD6BAAW,38481.83
Cliente 1571,Corporativo,Ubicacion 99,a02aj000008MD6AAAW,30645.50
Cliente 70,Corporativo,Ubicacion 67,a02aj000008MD5iAAG,25864.06
Cliente 204,Gobierno,Ubicacion 27,a02aj000008MD5SAAW,41822.19
Cliente 552,Gobierno,Ubicacion 12,a02aj000008MD5kAAG,21055.06
Cliente 1937,Gobierno,Ubicacion 92,a02aj000008MD5fAAG,24581.85
Cliente 278,Corporativo,Ubicacion 67,a02aj000008MD6FAAW,31229.99
Cliente 1886,Mediana Empresa,Ubicacion 32,a02aj000008MD6DAAW,31507.27
Cliente 1544,Mediana Empresa,Ubicacion 69,a02aj000008MD5HAAW,26760.18
Cliente 11,Corporativo,Ubicacion 39,a02aj000008MD5bAAG,37715.24
Cliente 1393,Gobierno,Ubicacion 67,a02aj000008MD65AAG,20604.08
Cliente 1792,Corporativo,Ubicacion 20,a02aj000008MD6IAAW,5846.89
Cliente 1461,Corporativo,Ubicacion 28,a02aj000008MD5sAAG,48453.58
Cliente 622,Gobierno,Ubicacion 21,a02aj000008MD5yAAG,27988.46
Cliente 340,Gobierno,Ubicacion 86,a02aj000008MD67AAG,30719.79
Cliente 1240,Gobierno,Ubicacion 46,a02aj000008MD5GAAW,20193.29
Cliente 1748,Corporativo,Ubicacion 91,a02aj000008MD5uAAG,7490.11
Cliente 1218,Corporativo,Ubicacion 1,a02aj000008MD67AAG,30218.03
Cliente 1881,Corporativo,Ubicacion 55,a02aj000008MD5nAAG,16936.58
Cliente 848,Corporativo,Ubicacion 3,a02aj000008MD62AAG,35139.87
Cliente 472,Corporativo,Ubicacion 37,a02aj000008MD60AAG,2471.02
Cliente 1760,Corporativo,Ubicacion 81,a02aj000008MD5FAAW,20541.33
Cliente 358,Corporativo,Ubicacion 68,a02aj000008MD5UAAW,25191.69
Cliente 202,Corporativo,Ubicacion 79,a02aj000008MD62AAG,31842.08
Cliente 651,Corporativo,Ubicacion 99,a02aj000008MD5dAAG,5270.19
Cliente 875,Corporativo,Ubicacion 60,a02aj000008MD5QAAW,41601.97
Cliente 1980,Corporativo,Ubicacion 44,a02aj000008MD5dAAG,29113.29
Cliente 1877,Corporativo,Ubicacion 87,a02aj000008MD5eAAG,32743.14
Cliente 755,Gobierno,Ubicacion 6,a02aj000008MD5FAAW,48880.03
Cliente 1282,Corporativo,Ubicacion 86,a02aj000008MD5kAAG,23741.01
Cliente 675,Corporativo,Ubicacion 25,a02aj000008MD5kAAG,2931.80
