Número de Pedido,Cliente,Fecha del Pedido,Monto Total,Estado del Pedido,Ejecutivo Responsable,Producto Comprado
Pedido-4211,Cliente 1235,2024-11-04,608.2,Procesado,Empleado 99,"Producto 38, Producto 224, Producto 226, Producto 41"
Pedido-4212,Cliente 1992,2024-03-16,787.42,Enviado,Empleado 74,"Producto 243, Producto 223, Producto 49, Producto 254, Producto 174"
Pedido-4213,Cliente 1670,2024-09-10,640.47,Procesado,Empleado 51,"Producto 99, Producto 276, Producto 169, Producto 277, Producto 55"
Pedido-4214,Cliente 1838,2025-01-08,4002.57,Entregado,Empleado 24,"Producto 154, Producto 31, Producto 77, Producto 47"
Pedido-4215,Cliente 1927,2025-02-02,2158.76,Enviado,Empleado 78,"Producto 130, Producto 178, Producto 162"
Pedido-4216,Cliente 1752,2025-01-22,4145.42,Procesado,Empleado 75,"Producto 261, Producto 268, Producto 49"
Pedido-4217,Cliente 1707,2024-08-11,1651.89,Enviado,Empleado 55,"Producto 113, Producto 152"
Pedido-4218,Cliente 123,2024-08-15,181.5,Entregado,Empleado 57,"Producto 282, Producto 93, Producto 84"
Pedido-4219,Cliente 438,2025-01-30,1198.77,Cancelado,Empleado 16,"Producto 144, Producto 252"
Pedido-4220,Cliente 1169,2024-11-05,4300.4,Enviado,Empleado 77,"Producto 75, Producto 19, Producto 44"
Pedido-4221,Cliente 687,2024-09-22,2723.16,Pendiente,Empleado 74,"Producto 269, Producto 124"
Pedido-4222,Cliente 485,2025-02-03,1261.18,Pendiente,Empleado 3,"Producto 74, Producto 109, Producto 281"
Pedido-4223,Cliente 362,2024-06-09,4028.7,Pendiente,Empleado 99,"Producto 33, Producto 169"
Pedido-4224,Cliente 356,2024-04-14,4507.03,Procesado,Empleado 98,"Producto 100, Producto 230, Producto 89, Producto 219, Producto 140"
Pedido-4225,Cliente 1791,2025-01-22,3866.27,Pendiente,Empleado 66,"Producto 149, Producto 297, Producto 58"
Pedido-4226,Cliente 1757,2024-10-05,4760.32,Cancelado,Empleado 21,Producto 140
Pedido-4227,Cliente 1133,2024-03-22,1244.32,Entregado,Empleado 17,Producto 45
Pedido-4228,Cliente 599,2024-11-18,3644.57,Enviado,Empleado 31,"Producto 77, Producto 221, Producto 75"
Pedido-4229,Cliente 1916,2025-02-22,1232.67,Enviado,Empleado 29,"Producto 105, Producto 239, Producto 130"
Pedido-4230,Cliente 1631,2024-10-19,3192.1,Pendiente,Empleado 33,"Producto 19, Producto 79, Producto 254"
Pedido-4231,Cliente 1841,2025-01-20,4239.41,Pendiente,Empleado 31,Producto 285
Pedido-4232,Cliente 281,2024-10-09,2643.48,Enviado,Empleado 4,"Producto 139, Producto 231"
Pedido-4233,Cliente 1136,2024-09-19,1875.02,Procesado,Empleado 4,"Producto 167, Producto 150, Producto 147, Producto 272, Producto 255"
Pedido-4234,Cliente 627,2024-12-01,4834.73,Procesado,Empleado 9,"Producto 151, Producto 165, Producto 55, Producto 263"
Pedido-4235,Cliente 1357,2025-02-17,178.98,Procesado,Empleado 30,"Producto 39, Producto 29, Producto 267, Producto 120"
Pedido-4236,Cliente 1206,2025-01-26,4078.61,Cancelado,Empleado 26,Producto 64
Pedido-4237,Cliente 1242,2025-01-30,316.46,Enviado,Empleado 33,"Producto 9, Producto 96, Producto 139"
Pedido-4238,Cliente 775,2024-09-01,2635.54,Entregado,Empleado 55,"Producto 257, Producto 298"
Pedido-4239,Cliente 199,2024-04-27,1398.81,Pendiente,Empleado 97,Producto 69
Pedido-4240,Cliente 613,2024-06-30,1289.34,Cancelado,Empleado 78,Producto 138
Pedido-4241,Cliente 1050,2024-05-21,466.67,Procesado,Empleado 6,"Producto 130, Producto 16, Producto 268, Producto 259, Producto 285"
Pedido-4242,Cliente 689,2024-07-02,163.69,Enviado,Empleado 6,"Producto 201, Producto 59, Producto 49, Producto 45"
Pedido-4243,Cliente 687,2024-05-19,1640.37,Cancelado,Empleado 26,"Producto 176, Producto 269, Producto 201, Producto 167"
Pedido-4244,Cliente 1269,2024-08-23,2401.5,Enviado,Empleado 89,"Producto 51, Producto 283, Producto 165"
Pedido-4245,Cliente 1117,2024-03-10,4355.93,Procesado,Empleado 86,"Producto 24, Producto 61"
Pedido-4246,Cliente 1246,2024-12-02,3777.52,Cancelado,Empleado 56,Producto 200
Pedido-4247,Cliente 477,2024-08-07,2098.7,Entregado,Empleado 59,Producto 193
Pedido-4248,Cliente 1368,2024-10-23,2452.74,Enviado,Empleado 27,Producto 183
Pedido-4249,Cliente 1238,2024-03-11,2037.84,Cancelado,Empleado 14,"Producto 22, Producto 111, Producto 150, Producto 288, Producto 139"
Pedido-4250,Cliente 1771,2024-04-04,3346.74,Enviado,Empleado 28,"Producto 263, Producto 18, Producto 214, Producto 110"
Pedido-4251,Cliente 1217,2024-08-31,2502.78,Procesado,Empleado 95,"Producto 183, Producto 72, Producto 273, Producto 71, Producto 17"
Pedido-4252,Cliente 17,2025-02-19,4458.31,Pendiente,Empleado 16,"Producto 75, Producto 56, Producto 185, Producto 206"
Pedido-4253,Cliente 113,2024-05-15,480.79,Pendiente,Empleado 62,"Producto 266, Producto 220, Producto 208, Producto 181, Producto 276"
Pedido-4254,Cliente 1810,2024-12-26,3201.41,Enviado,Empleado 54,"Producto 145, Producto 265, Producto 190, Producto 167, Producto 111"
Pedido-4255,Cliente 755,2024-03-28,3736.64,Cancelado,Empleado 27,"Producto 83, Producto 97, Producto 8, Producto 115"
Pedido-4256,Cliente 39,2024-05-12,491.57,Entregado,Empleado 67,Producto 32
Pedido-4257,Cliente 179,2024-04-07,3841.05,Cancelado,Empleado 62,"Producto 152, Producto 276, Producto 69"
Pedido-4258,Cliente 1772,2024-07-29,3710.45,Cancelado,Empleado 21,Producto 261
Pedido-4259,Cliente 1596,2024-11-13,4109.05,Procesado,Empleado 89,"Producto 265, Producto 263, Producto 96"
Pedido-4260,Cliente 264,2024-04-10,3288.66,Cancelado,Empleado 4,Producto 226
Pedido-4261,Cliente 1951,2024-07-30,2250.44,Enviado,Empleado 48,"Producto 182, Producto 165, Producto 25"
Pedido-4262,Cliente 1381,2024-03-02,608.7,Cancelado,Empleado 51,Producto 66
Pedido-4263,Cliente 376,2024-12-19,1812.34,Enviado,Empleado 73,"Producto 127, Producto 5, Producto 202, Producto 15, Producto 109"
Pedido-4264,Cliente 1886,2024-04-16,1741.5,Procesado,Empleado 50,Producto 209
Pedido-4265,Cliente 1527,2024-03-13,491.11,Procesado,Empleado 58,"Producto 297, Producto 34, Producto 223, Producto 300, Producto 247"
Pedido-4266,Cliente 1937,2024-10-30,4045.39,Enviado,Empleado 69,"Producto 15, Producto 275"
Pedido-4267,Cliente 1726,2025-02-19,2875.33,Entregado,Empleado 22,"Producto 42, Producto 123, Producto 99, Producto 216, Producto 247"
Pedido-4268,Cliente 473,2024-10-25,2255.28,Procesado,Empleado 63,"Producto 67, Producto 184, Producto 66"
Pedido-4269,Cliente 395,2024-03-12,4260.49,Entregado,Empleado 95,"Producto 106, Producto 269, Producto 62"
Pedido-4270,Cliente 252,2024-06-26,3619.57,Procesado,Empleado 80,Producto 155
Pedido-4271,Cliente 1023,2024-12-27,1811.23,Cancelado,Empleado 16,Producto 75
Pedido-4272,Cliente 1951,2025-01-28,4090.26,Pendiente,Empleado 90,Producto 22
Pedido-4273,Cliente 335,2024-08-25,4593.91,Procesado,Empleado 63,"Producto 235, Producto 291, Producto 51, Producto 181"
Pedido-4274,Cliente 1445,2024-09-27,798.27,Cancelado,Empleado 6,"Producto 231, Producto 298"
Pedido-4275,Cliente 1776,2025-02-19,843.09,Pendiente,Empleado 79,"Producto 295, Producto 235, Producto 162, Producto 190"
Pedido-4276,Cliente 1267,2024-03-25,3991.1,Procesado,Empleado 28,"Producto 65, Producto 78"
Pedido-4277,Cliente 248,2024-11-15,489.57,Enviado,Empleado 22,"Producto 179, Producto 23, Producto 52, Producto 55, Producto 250"
Pedido-4278,Cliente 185,2024-04-01,2915.49,Procesado,Empleado 52,Producto 298
Pedido-4279,Cliente 1327,2025-02-14,737.94,Entregado,Empleado 84,"Producto 52, Producto 67"
Pedido-4280,Cliente 1191,2024-12-26,3281.51,Pendiente,Empleado 95,Producto 127
Pedido-4281,Cliente 1536,2024-05-30,3440.59,Procesado,Empleado 82,"Producto 293, Producto 100, Producto 276, Producto 6, Producto 226"
Pedido-4282,Cliente 47,2024-11-18,3410.17,Enviado,Empleado 99,"Producto 89, Producto 123"
Pedido-4283,Cliente 920,2024-08-16,3985.51,Enviado,Empleado 24,Producto 271
Pedido-4284,Cliente 1353,2024-09-02,241.88,Cancelado,Empleado 7,"Producto 15, Producto 21, Producto 95, Producto 203, Producto 35"
Pedido-4285,Cliente 569,2024-07-05,4436.59,Procesado,Empleado 43,"Producto 221, Producto 132, Producto 51, Producto 234, Producto 241"
Pedido-4286,Cliente 1916,2024-11-25,4207.47,Pendiente,Empleado 89,"Producto 222, Producto 234"
Pedido-4287,Cliente 977,2024-09-13,1937.83,Procesado,Empleado 87,Producto 209
Pedido-4288,Cliente 102,2024-04-20,3396.47,Pendiente,Empleado 86,"Producto 288, Producto 151, Producto 62, Producto 102, Producto 251"
Pedido-4289,Cliente 1018,2024-09-23,3504.41,Procesado,Empleado 2,"Producto 231, Producto 188, Producto 220, Producto 247"
Pedido-4290,Cliente 305,2025-02-01,2726.48,Enviado,Empleado 15,"Producto 152, Producto 144, Producto 89"
Pedido-4291,Cliente 779,2025-01-29,770.01,Procesado,Empleado 14,"Producto 287, Producto 175"
Pedido-4292,Cliente 754,2025-01-12,725.96,Procesado,Empleado 35,"Producto 132, Producto 276, Producto 116"
Pedido-4293,Cliente 785,2024-11-24,2528.99,Pendiente,Empleado 6,"Producto 256, Producto 41, Producto 3, Producto 149, Producto 236"
Pedido-4294,Cliente 27,2024-03-05,1046.44,Pendiente,Empleado 57,"Producto 131, Producto 234"
Pedido-4295,Cliente 158,2024-04-15,2475.21,Enviado,Empleado 6,"Producto 289, Producto 58, Producto 99"
Pedido-4296,Cliente 895,2024-10-02,1759.16,Cancelado,Empleado 79,"Producto 292, Producto 9, Producto 158, Producto 94, Producto 40"
Pedido-4297,Cliente 1926,2024-05-02,1046.78,Entregado,Empleado 95,"Producto 247, Producto 217, Producto 75"
Pedido-4298,Cliente 1446,2024-08-02,4013.25,Cancelado,Empleado 60,Producto 83
Pedido-4299,Cliente 430,2024-12-27,3670.07,Procesado,Empleado 15,"Producto 156, Producto 230, Producto 155, Producto 133, Producto 29"
Pedido-4300,Cliente 1684,2024-11-15,3158.65,Entregado,Empleado 52,"Producto 261, Producto 176, Producto 73"
Pedido-4301,Cliente 840,2024-07-26,1921.67,Cancelado,Empleado 54,"Producto 248, Producto 55"
Pedido-4302,Cliente 1330,2024-10-16,2312.22,Pendiente,Empleado 42,"Producto 191, Producto 168, Producto 87, Producto 18, Producto 239"
Pedido-4303,Cliente 1461,2025-01-02,612.36,Pendiente,Empleado 56,"Producto 295, Producto 51"
Pedido-4304,Cliente 1479,2024-12-24,1290.16,Cancelado,Empleado 28,"Producto 66, Producto 113, Producto 90"
Pedido-4305,Cliente 879,2024-11-24,2410.91,Procesado,Empleado 33,"Producto 81, Producto 249, Producto 53"
Pedido-4306,Cliente 1061,2024-03-18,1228.16,Pendiente,Empleado 86,"Producto 17, Producto 154"
Pedido-4307,Cliente 1120,2025-02-22,1098.02,Entregado,Empleado 15,Producto 208
Pedido-4308,Cliente 1025,2024-09-04,3615.6,Enviado,Empleado 68,"Producto 217, Producto 106, Producto 177, Producto 31"
Pedido-4309,Cliente 1378,2024-03-19,858.14,Cancelado,Empleado 87,"Producto 188, Producto 126, Producto 35, Producto 263"
Pedido-4310,Cliente 153,2024-05-16,1608.2,Procesado,Empleado 65,"Producto 206, Producto 249, Producto 70, Producto 18, Producto 112"
Pedido-4311,Cliente 1225,2024-07-29,999.31,Entregado,Empleado 45,Producto 83
Pedido-4312,Cliente 335,2025-02-04,1224.48,Procesado,Empleado 100,"Producto 21, Producto 117, Producto 155"
Pedido-4313,Cliente 1536,2024-07-02,620.82,Procesado,Empleado 86,"Producto 144, Producto 252"
Pedido-4314,Cliente 636,2024-09-28,247.87,Pendiente,Empleado 99,Producto 297
Pedido-4315,Cliente 300,2024-12-29,515.0,Entregado,Empleado 74,"Producto 12, Producto 35, Producto 13"
Pedido-4316,Cliente 711,2024-04-22,355.13,Procesado,Empleado 22,"Producto 49, Producto 223, Producto 2, Producto 296, Producto 254"
Pedido-4317,Cliente 1819,2024-03-25,1333.3,Pendiente,Empleado 92,Producto 258
Pedido-4318,Cliente 880,2024-12-22,583.66,Procesado,Empleado 83,"Producto 19, Producto 168, Producto 109"
Pedido-4319,Cliente 1396,2024-03-24,393.62,Procesado,Empleado 7,Producto 130
Pedido-4320,Cliente 434,2024-07-10,2893.29,Cancelado,Empleado 59,Producto 75
Pedido-4321,Cliente 971,2024-04-11,1538.29,Enviado,Empleado 22,"Producto 216, Producto 134, Producto 163, Producto 182, Producto 42"
Pedido-4322,Cliente 304,2024-11-26,4810.2,Pendiente,Empleado 87,"Producto 88, Producto 96, Producto 5, Producto 20"
Pedido-4323,Cliente 1749,2024-04-04,2977.92,Entregado,Empleado 1,"Producto 250, Producto 208"
Pedido-4324,Cliente 983,2024-09-25,146.91,Enviado,Empleado 89,"Producto 110, Producto 58"
Pedido-4325,Cliente 1713,2024-06-04,1641.55,Procesado,Empleado 19,"Producto 160, Producto 19, Producto 277"
Pedido-4326,Cliente 40,2025-01-17,2400.32,Enviado,Empleado 26,Producto 248
Pedido-4327,Cliente 991,2024-07-21,3614.85,Cancelado,Empleado 85,Producto 31
Pedido-4328,Cliente 532,2024-04-13,3740.47,Procesado,Empleado 21,"Producto 151, Producto 267, Producto 258, Producto 118"
Pedido-4329,Cliente 1761,2024-08-16,2176.67,Procesado,Empleado 15,"Producto 25, Producto 176, Producto 289, Producto 107, Producto 271"
Pedido-4330,Cliente 74,2025-01-11,4105.36,Entregado,Empleado 21,Producto 239
Pedido-4331,Cliente 976,2024-11-30,4604.1,Procesado,Empleado 44,Producto 247
Pedido-4332,Cliente 704,2024-07-27,244.37,Enviado,Empleado 37,"Producto 266, Producto 19, Producto 125, Producto 271, Producto 224"
Pedido-4333,Cliente 1684,2024-05-09,2760.15,Procesado,Empleado 8,"Producto 101, Producto 160, Producto 194, Producto 231"
Pedido-4334,Cliente 1451,2024-06-13,837.24,Procesado,Empleado 92,"Producto 88, Producto 142"
Pedido-4335,Cliente 382,2025-01-06,888.02,Pendiente,Empleado 12,"Producto 269, Producto 172, Producto 222, Producto 61, Producto 31"
Pedido-4336,Cliente 1300,2024-12-01,2030.4,Enviado,Empleado 55,"Producto 186, Producto 251, Producto 165, Producto 208"
Pedido-4337,Cliente 1963,2024-10-26,394.75,Enviado,Empleado 9,"Producto 70, Producto 301, Producto 143, Producto 113, Producto 235"
Pedido-4338,Cliente 609,2025-02-22,1183.08,Cancelado,Empleado 24,"Producto 30, Producto 259, Producto 82"
Pedido-4339,Cliente 1313,2024-11-10,3309.45,Pendiente,Empleado 86,"Producto 283, Producto 129, Producto 262"
Pedido-4340,Cliente 108,2024-09-16,4602.87,Cancelado,Empleado 55,"Producto 103, Producto 298, Producto 289, Producto 170, Producto 290"
Pedido-4341,Cliente 1742,2024-11-21,2741.93,Entregado,Empleado 48,"Producto 211, Producto 65, Producto 57"
Pedido-4342,Cliente 1212,2024-06-11,4805.14,Procesado,Empleado 28,"Producto 280, Producto 150, Producto 234"
Pedido-4343,Cliente 616,2024-12-24,2013.2,Entregado,Empleado 98,"Producto 183, Producto 114, Producto 219, Producto 184, Producto 187"
Pedido-4344,Cliente 225,2024-03-24,3488.42,Pendiente,Empleado 7,"Producto 250, Producto 105"
Pedido-4345,Cliente 196,2024-10-13,579.68,Procesado,Empleado 83,"Producto 284, Producto 50, Producto 131, Producto 27"
Pedido-4346,Cliente 1193,2024-11-19,4561.49,Cancelado,Empleado 58,"Producto 158, Producto 207"
Pedido-4347,Cliente 1522,2024-06-28,2140.08,Pendiente,Empleado 15,Producto 151
Pedido-4348,Cliente 223,2024-09-22,2218.21,Entregado,Empleado 62,"Producto 267, Producto 56, Producto 10"
Pedido-4349,Cliente 1009,2024-05-07,2054.17,Procesado,Empleado 55,Producto 260
Pedido-4350,Cliente 835,2024-09-22,579.54,Procesado,Empleado 33,"Producto 23, Producto 138, Producto 118, Producto 205"
Pedido-4351,Cliente 1538,2024-07-04,947.8,Entregado,Empleado 50,"Producto 247, Producto 42, Producto 48, Producto 13, Producto 275"
Pedido-4352,Cliente 787,2024-04-04,4990.12,Pendiente,Empleado 63,"Producto 223, Producto 109, Producto 244, Producto 125"
Pedido-4353,Cliente 42,2024-06-16,4385.61,Pendiente,Empleado 13,"Producto 152, Producto 185"
Pedido-4354,Cliente 38,2024-07-29,4533.7,Procesado,Empleado 64,"Producto 63, Producto 203, Producto 222, Producto 78"
Pedido-4355,Cliente 1756,2025-02-03,2040.64,Pendiente,Empleado 76,"Producto 300, Producto 152, Producto 201, Producto 86, Producto 270"
Pedido-4356,Cliente 1705,2024-12-12,2014.76,Enviado,Empleado 89,"Producto 253, Producto 226"
Pedido-4357,Cliente 19,2025-01-04,4993.95,Entregado,Empleado 47,"Producto 213, Producto 88, Producto 48, Producto 110"
Pedido-4358,Cliente 695,2024-12-04,2482.91,Pendiente,Empleado 26,"Producto 2, Producto 177, Producto 241, Producto 262, Producto 65"
Pedido-4359,Cliente 739,2024-12-31,4730.2,Pendiente,Empleado 64,"Producto 110, Producto 246, Producto 274, Producto 280, Producto 18"
Pedido-4360,Cliente 450,2024-04-29,977.76,Pendiente,Empleado 90,"Producto 38, Producto 74, Producto 295"
Pedido-4361,Cliente 159,2025-01-20,4048.33,Enviado,Empleado 13,Producto 281
Pedido-4362,Cliente 543,2024-12-10,254.36,Cancelado,Empleado 86,Producto 168
Pedido-4363,Cliente 975,2024-03-08,3919.39,Cancelado,Empleado 62,"Producto 28, Producto 254, Producto 199"
Pedido-4364,Cliente 393,2024-04-10,869.41,Pendiente,Empleado 29,"Producto 36, Producto 248, Producto 64, Producto 83, Producto 44"
Pedido-4365,Cliente 922,2024-05-16,1898.21,Procesado,Empleado 66,"Producto 276, Producto 148, Producto 150, Producto 41"
Pedido-4366,Cliente 245,2024-07-15,4510.3,Pendiente,Empleado 60,Producto 262
Pedido-4367,Cliente 1958,2024-12-29,3042.44,Cancelado,Empleado 33,"Producto 72, Producto 59, Producto 169"
Pedido-4368,Cliente 175,2024-11-13,1382.6,Pendiente,Empleado 95,"Producto 96, Producto 289"
Pedido-4369,Cliente 697,2024-04-12,3212.38,Cancelado,Empleado 61,"Producto 157, Producto 293, Producto 31, Producto 289"
Pedido-4370,Cliente 922,2024-05-15,643.44,Cancelado,Empleado 11,Producto 162
Pedido-4371,Cliente 797,2024-10-02,845.4,Cancelado,Empleado 1,Producto 35
Pedido-4372,Cliente 774,2024-12-25,910.75,Cancelado,Empleado 81,"Producto 101, Producto 128, Producto 196, Producto 124, Producto 10"
Pedido-4373,Cliente 668,2024-09-05,3111.12,Entregado,Empleado 35,Producto 105
Pedido-4374,Cliente 579,2024-04-07,716.37,Entregado,Empleado 18,Producto 53
Pedido-4375,Cliente 1161,2024-03-18,3519.25,Pendiente,Empleado 90,"Producto 42, Producto 241"
Pedido-4376,Cliente 1987,2024-04-14,2508.96,Pendiente,Empleado 17,Producto 188
Pedido-4377,Cliente 374,2025-02-06,1219.18,Enviado,Empleado 46,Producto 94
Pedido-4378,Cliente 1808,2024-08-18,2472.54,Cancelado,Empleado 24,Producto 140
Pedido-4379,Cliente 1721,2024-03-13,2115.96,Procesado,Empleado 20,"Producto 252, Producto 91, Producto 271, Producto 204"
Pedido-4380,Cliente 359,2024-09-05,4964.06,Pendiente,Empleado 51,"Producto 60, Producto 74, Producto 191"
Pedido-4381,Cliente 787,2024-07-28,3095.41,Cancelado,Empleado 53,"Producto 260, Producto 29, Producto 119, Producto 167, Producto 122"
Pedido-4382,Cliente 1399,2025-02-07,2336.81,Entregado,Empleado 37,"Producto 238, Producto 50"
Pedido-4383,Cliente 1800,2025-02-10,2099.73,Cancelado,Empleado 6,Producto 208
Pedido-4384,Cliente 1029,2024-03-23,3650.17,Cancelado,Empleado 41,"Producto 49, Producto 174, Producto 232, Producto 177, Producto 121"
Pedido-4385,Cliente 28,2024-08-10,609.56,Procesado,Empleado 89,"Producto 256, Producto 146, Producto 233, Producto 46"
Pedido-4386,Cliente 1023,2025-01-04,197.26,Entregado,Empleado 59,"Producto 213, Producto 19, Producto 2, Producto 219"
Pedido-4387,Cliente 863,2025-01-10,4422.89,Enviado,Empleado 8,"Producto 295, Producto 154"
Pedido-4388,Cliente 954,2024-09-30,537.78,Procesado,Empleado 88,"Producto 290, Producto 10, Producto 299, Producto 132"
Pedido-4389,Cliente 768,2024-02-28,793.15,Enviado,Empleado 68,Producto 25
Pedido-4390,Cliente 1607,2024-04-23,3506.51,Enviado,Empleado 50,Producto 201
Pedido-4391,Cliente 714,2024-04-26,3983.87,Pendiente,Empleado 33,"Producto 12, Producto 70, Producto 149"
Pedido-4392,Cliente 511,2025-02-08,1927.7,Enviado,Empleado 11,Producto 181
Pedido-4393,Cliente 112,2024-08-30,3282.43,Procesado,Empleado 95,"Producto 114, Producto 70"
Pedido-4394,Cliente 845,2024-12-18,4438.98,Entregado,Empleado 49,"Producto 172, Producto 241"
Pedido-4395,Cliente 529,2025-01-30,3361.32,Enviado,Empleado 58,"Producto 292, Producto 10, Producto 200"
Pedido-4396,Cliente 1488,2024-08-25,1695.76,Procesado,Empleado 44,"Producto 85, Producto 245, Producto 205"
Pedido-4397,Cliente 880,2024-11-11,2065.28,Pendiente,Empleado 4,"Producto 294, Producto 57"
Pedido-4398,Cliente 1886,2024-08-06,4772.28,Procesado,Empleado 84,Producto 288
Pedido-4399,Cliente 1459,2024-03-25,178.08,Pendiente,Empleado 80,"Producto 149, Producto 131"
Pedido-4400,Cliente 524,2024-09-02,474.8,Enviado,Empleado 44,"Producto 172, Producto 71, Producto 167"
Pedido-4401,Cliente 1997,2024-09-05,233.44,Procesado,Empleado 72,"Producto 282, Producto 24"
Pedido-4402,Cliente 1017,2025-02-06,3391.29,Procesado,Empleado 34,"Producto 276, Producto 111"
Pedido-4403,Cliente 553,2024-05-03,2546.93,Cancelado,Empleado 67,Producto 132
Pedido-4404,Cliente 1056,2024-07-22,906.25,Cancelado,Empleado 77,"Producto 184, Producto 243, Producto 201, Producto 134, Producto 173"
Pedido-4405,Cliente 756,2024-08-26,3064.28,Cancelado,Empleado 36,"Producto 112, Producto 58, Producto 232, Producto 146, Producto 4"
Pedido-4406,Cliente 1191,2024-08-09,4965.44,Procesado,Empleado 92,"Producto 66, Producto 95, Producto 262, Producto 115"
Pedido-4407,Cliente 1498,2024-04-29,3543.18,Procesado,Empleado 37,"Producto 51, Producto 91, Producto 250"
Pedido-4408,Cliente 1853,2024-07-18,2603.58,Cancelado,Empleado 14,"Producto 120, Producto 141"
Pedido-4409,Cliente 305,2024-09-10,3168.62,Entregado,Empleado 41,"Producto 156, Producto 191, Producto 240"
Pedido-4410,Cliente 536,2024-03-15,3366.32,Cancelado,Empleado 16,"Producto 88, Producto 176"
Pedido-4411,Cliente 1387,2024-12-15,3906.87,Entregado,Empleado 5,"Producto 73, Producto 226, Producto 293"
Pedido-4412,Cliente 1644,2024-12-18,2027.34,Cancelado,Empleado 95,"Producto 90, Producto 76, Producto 204"
Pedido-4413,Cliente 139,2024-10-31,4469.75,Entregado,Empleado 39,"Producto 72, Producto 180, Producto 163, Producto 147, Producto 18"
Pedido-4414,Cliente 1147,2025-02-13,1583.96,Entregado,Empleado 91,"Producto 265, Producto 19"
Pedido-4415,Cliente 1026,2024-10-08,828.88,Pendiente,Empleado 6,Producto 188
Pedido-4416,Cliente 1932,2024-03-03,438.84,Cancelado,Empleado 52,Producto 75
Pedido-4417,Cliente 377,2024-03-08,2862.6,Procesado,Empleado 54,"Producto 113, Producto 82, Producto 162, Producto 64, Producto 67"
Pedido-4418,Cliente 1997,2024-09-14,3048.92,Cancelado,Empleado 43,"Producto 189, Producto 146"
Pedido-4419,Cliente 1841,2024-06-11,4816.53,Entregado,Empleado 30,"Producto 64, Producto 128, Producto 243, Producto 203"
Pedido-4420,Cliente 544,2024-07-11,4980.95,Entregado,Empleado 28,"Producto 17, Producto 296, Producto 86, Producto 133, Producto 264"
Pedido-4421,Cliente 690,2025-02-17,4169.54,Entregado,Empleado 92,"Producto 171, Producto 234, Producto 44, Producto 184"
Pedido-4422,Cliente 1650,2024-07-16,2670.76,Pendiente,Empleado 36,"Producto 237, Producto 282, Producto 298, Producto 126, Producto 171"
Pedido-4423,Cliente 429,2024-05-07,1550.2,Procesado,Empleado 50,"Producto 78, Producto 31, Producto 121"
Pedido-4424,Cliente 1647,2024-09-28,1286.11,Entregado,Empleado 55,"Producto 282, Producto 80, Producto 262"
Pedido-4425,Cliente 1620,2024-12-17,214.59,Entregado,Empleado 69,"Producto 153, Producto 224, Producto 49, Producto 73, Producto 89"
Pedido-4426,Cliente 1949,2024-05-08,1610.85,Entregado,Empleado 71,"Producto 107, Producto 275, Producto 64"
Pedido-4427,Cliente 149,2024-10-09,183.88,Entregado,Empleado 36,Producto 126
Pedido-4428,Cliente 1404,2024-06-28,4654.71,Cancelado,Empleado 25,"Producto 4, Producto 91"
Pedido-4429,Cliente 1492,2024-07-11,3117.02,Pendiente,Empleado 84,"Producto 41, Producto 69, Producto 274, Producto 168, Producto 287"
Pedido-4430,Cliente 1935,2025-01-09,1412.46,Pendiente,Empleado 93,"Producto 213, Producto 170, Producto 292, Producto 237, Producto 130"
Pedido-4431,Cliente 876,2024-06-07,4783.34,Enviado,Empleado 15,"Producto 67, Producto 107, Producto 148, Producto 128"
Pedido-4432,Cliente 212,2024-05-08,2626.66,Enviado,Empleado 48,Producto 119
Pedido-4433,Cliente 1848,2025-02-02,4720.23,Procesado,Empleado 19,Producto 250
Pedido-4434,Cliente 65,2024-10-27,4371.96,Procesado,Empleado 41,Producto 145
Pedido-4435,Cliente 1237,2024-08-14,2192.03,Enviado,Empleado 68,"Producto 222, Producto 135, Producto 46, Producto 73, Producto 145"
Pedido-4436,Cliente 1936,2024-07-19,2784.83,Procesado,Empleado 66,"Producto 72, Producto 248, Producto 142, Producto 133"
Pedido-4437,Cliente 461,2024-12-16,1236.19,Pendiente,Empleado 24,"Producto 30, Producto 56, Producto 134, Producto 91"
Pedido-4438,Cliente 655,2024-04-04,2204.98,Procesado,Empleado 68,"Producto 150, Producto 257"
Pedido-4439,Cliente 461,2024-03-17,4599.33,Cancelado,Empleado 100,"Producto 117, Producto 119, Producto 123, Producto 47, Producto 163"
Pedido-4440,Cliente 533,2024-04-10,400.5,Entregado,Empleado 99,"Producto 118, Producto 9"
Pedido-4441,Cliente 1486,2024-07-08,3605.92,Procesado,Empleado 6,"Producto 164, Producto 19, Producto 178, Producto 57, Producto 82"
Pedido-4442,Cliente 201,2024-12-25,2386.28,Enviado,Empleado 60,Producto 286
Pedido-4443,Cliente 920,2024-09-12,4408.48,Cancelado,Empleado 22,"Producto 181, Producto 198, Producto 121"
Pedido-4444,Cliente 994,2024-05-29,3157.54,Enviado,Empleado 73,"Producto 169, Producto 52, Producto 18, Producto 156, Producto 155"
Pedido-4445,Cliente 1345,2024-11-19,2288.42,Entregado,Empleado 32,"Producto 270, Producto 94"
Pedido-4446,Cliente 746,2024-05-17,1685.73,Enviado,Empleado 27,"Producto 103, Producto 7, Producto 16"
Pedido-4447,Cliente 1880,2024-04-07,1628.04,Enviado,Empleado 51,"Producto 208, Producto 153, Producto 91, Producto 123"
